Id,Mid,BPM,,Ratio,MusicJson,Musician,Acceleration,AniID,BridgeAniID
105402,100079,114,0.25,456,Sonata Pathetique Mvt.3,,,,
105403,100079,115,0.25,460,Sonata Pathetique Mvt.3,,,,
105501,100107,140,0.5,280,Minuet in G Major,Beethoven,,,
105502,100107,157,0.5,314,Minuet in G Major,,,,
105503,100107,170,0.5,340,Minuet in G Major,,,,
105601,100108,150,0.5,300,The Yellow River in Anger,Xian Xinghai,,,
105602,100108,83,0.25,332,The Yellow River in Anger,,,,
105603,100108,177,0.5,354,The Yellow River in Anger,,,,
105701,100109,90,0.25,360,Polka Italienne,Rachmaninoff,,,
105702,100109,92,0.25,368,Polka Italienne,,,,
105703,100109,95,0.25,380,Polka Italienne,,,,
105801,100110,180,0.5,360,Invitation to the Dance,Weber,,,
105802,100110,185,0.5,370,Invitation to the Dance,,,,
105803,100110,189,0.5,378,Invitation to the Dance,,,,
105901,100111,190,0.5,380,Etude Op.10 No.9,Chopin,,,
105902,100111,194,0.5,388,Etude Op.10 No.9,,,,
105903,100111,198,0.5,396,Etude Op.10 No.9,,,,
106001,100115,120,0.5,240,Elegie Op.3 No.1,Rachmaninoff,,,
106002,100115,139,0.5,278,Elegie Op.3 No.1,,,,
106003,100115,156,0.5,312,Elegie Op.3 No.1,,,,
106101,100117,150,0.5,300,Piano Concerto No.1,Tchaikovsky,,,
106102,100117,165,0.5,330,Piano Concerto No.1,,,,
106103,100117,177,0.5,354,Piano Concerto No.1,,,,
106201,100119,80,0.25,320,Sonata in D Major,Scarlatti,,,
106202,100119,86,0.25,344,Sonata in D Major,,,,
106203,100119,91,0.25,364,Sonata in D Major,,,,
106301,100118,95,0.25,380,Etude Op.10 No.2,Chopin,,,
106302,100118,97,0.25,388,Etude Op.10 No.2,,,,
106303,100118,99,0.25,396,Etude Op.10 No.2,,,,
106401,100116,100,0.25,400,Sonata in C Major K279,Mozart,,,
106402,100116,103,0.25,412,Sonata in C Major K279,,,,
106403,100116,105,0.25,420,Sonata in C Major K279,,,,
106501,100123,150,0.5,300,Sonatina Op.36-1,Clementi,,,
106502,100123,165,0.5,330,Sonatina Op.36-1,,,,
106503,100123,177,0.5,354,Sonatina Op.36-1,,,,
106601,100124,150,0.5,300,Symphony No.6 in F Major,Beethoven,,,
106602,100124,165,0.5,330,Symphony No.6 in F Major,,,,
106603,100124,177,0.5,354,Symphony No.6 in F Major,,,,
106701,100125,80,0.25,320,Sonata in C Major Mvt.2,Mozart,,,
106702,100125,86,0.25,344,Sonata in C Major Mvt.2,,,,
106703,100125,91,0.25,364,Sonata in C Major Mvt.2,,,,
106801,100126,320,1,320,Sonatina in G Major,Beethoven,,,
106802,100126,345,1,345,Sonatina in G Major,,,,
106803,100126,363,1,363,Sonatina in G Major,,,,
106901,100127,90,0.25,360,Wilde Jagd,Franz Liszt,,,
106902,100127,92,0.25,368,Wilde Jagd,,,,
106903,100127,95,0.25,380,Wilde Jagd,,,,
107001,100128,180,0.5,360,Sonatina,Fibich,,,
107002,100128,185,0.5,370,Sonatina,,,,
107003,100128,189,0.5,378,Sonatina,,,,
107101,100141,140,0.5,280,Espana Cani,Pascual Marquina,,,
107102,100141,150,0.5,300,Espana Cani,,,,
107103,100141,160,0.5,320,Espana Cani,,,,
107201,100142,140,0.5,280,Sonata No.25 Mvt.3,Beethoven,,,
107202,100142,80,0.25,320,Sonata No.25 Mvt.3,,,,
107203,100142,86,0.25,344,Sonata No.25 Mvt.3,,,,
107301,100143,80,0.25,320,Bright Line,Tianhua Liu,,,
107302,100143,170,0.5,340,Bright Line,,,,
107303,100143,90,0.25,360,Bright Line,,,,
107401,100144,170,0.5,340,Sonatina Op.168 No.2,Diabelli,,,
107402,100144,180,0.5,360,Sonatina Op.168 No.2,,,,
107403,100144,185,0.5,370,Sonatina Op.168 No.2,,,,
107501,100133,150,0.5,300,Don Juan Paraphrase Part.2,Franz Liszt,,,
107502,100133,155,0.5,310,Don Juan Paraphrase Part.2,,,,
107503,100133,160,0.5,320,Don Juan Paraphrase Part.2,,,,
107601,100137,130,0.5,260,Piano Sonata No.2,Chopin,,,
107602,100137,140,0.5,280,Piano Sonata No.2,,,,
107603,100137,140,0.5,280,Piano Sonata No.2,,,,
107701,100136,80,0.25,320,The Nutcracker Overture,Tchaikovsky,,,
107702,100136,86,0.25,344,The Nutcracker Overture,,,,
107703,100136,91,0.25,364,The Nutcracker Overture,,,,
107801,100134,180,0.5,360,Smatroll,Grieg,,,
107802,100134,185,0.5,370,Smatroll,,,,
107803,100134,189,0.5,378,Smatroll,,,,
107901,100138,50,0.125,400,Feux Follets,Franz Liszt,,,
107902,100138,52,0.125,416,Feux Follets,,,,
107903,100138,54,0.125,432,Feux Follets,,,,
108001,100135,200,0.5,400,Danse Macabre,Saint-Seans,,,
108002,100135,208,0.5,416,Danse Macabre,,,,
108003,100135,216,0.5,432,Danse Macabre,,,,
108101,100151,200,1,200,Venetian Boat Song,Mendelssohn,,,
108102,100151,250,1,250,Venetian Boat Song,,,,
108103,100151,275,1,275,Venetian Boat Song,,,,
108201,100153,140,0.5,280,La Traviata Excerpts,Giuseppe Verdi,,,
108202,100153,150,0.5,300,La Traviata Excerpts,,,,
108203,100153,160,0.5,320,La Traviata Excerpts,,,,
108301,100154,150,0.5,300,Oh My Beloved Father,Giacomo Puccini,,,
108302,100154,165,0.5,330,Oh My Beloved Father,,,,
108303,100154,177,0.5,354,Oh My Beloved Father,,,,
108401,100155,90,0.25,360,Sonatina in F Major Anh.5,Beethoven,,,
108402,100155,92,0.25,368,Sonatina in F Major Anh.5,,,,
108403,100155,95,0.25,380,Sonatina in F Major Anh.5,,,,
108501,100156,115,0.25,460,Defend the Yellow River,Xinghai Xian,,,
108502,100156,220,0.5,440,Defend the Yellow River,,,,
108503,100156,232,0.5,464,Defend the Yellow River,,,,
108601,100056,110,0.25,440,Flight of the Bumblebee,Rimsky-Korsakov,,,
108602,100056,113,0.25,452,Flight of the Bumblebee,,,,
108603,100056,116,0.25,464,Flight of the Bumblebee,,,,
108701,100391,170,0.5,340,Bahay Kubo,Philippine Folk Song,,,
108702,100391,178,0.5,356,Bahay Kubo,,,,
108703,100391,186,0.5,372,Bahay Kubo,,,,
108801,100393,230,1,230,Gran Vals,Francisco Tarrega,,,
108802,100393,246,1,246,Gran Vals,,,,
108803,100393,262,1,262,Gran Vals,,,,
108901,100372,80,0.25,320,Alone World,Louis Liao,,,
108902,100372,82,0.25,328,Alone World,,,,
108903,100372,84,0.25,336,Alone World,,,,
109001,100364,75,0.25,300,La Paloma,S. Yradier,,,
109002,100364,77,0.25,308,La Paloma,,,,
109003,100364,79,0.25,316,La Paloma,,,,
109101,100354,100,0.5,200,Scar,Alyfee,,,
109102,100354,102,0.5,204,Scar,,,,
109103,100354,104,0.5,208,Scar,,,,
109201,100355,90,0.25,360,La Cucaracha,Spanish Folk Music,,,
109202,100355,94,0.25,376,La Cucaracha,,,,
109203,100355,98,0.25,392,La Cucaracha,,,,
109301,100365,120,0.5,240,Rain Crowns,SuBin Lim,,,
109302,100365,124,0.5,248,Rain Crowns,,,,
109303,100365,128,0.5,256,Rain Crowns,,,,
109401,100366,80,0.25,320,Beo dat may troi,Vietnamese Folk Music,,,
109402,100366,84,0.25,336,Beo dat may troi,,,,
109403,100366,88,0.25,352,Beo dat may troi,,,,
109501,100337,120,0.5,240,Moon In Breezy Night,Hua Feng,,,
109502,100337,124,0.5,248,Moon In Breezy Night,,,,
109503,100337,128,0.5,256,Moon In Breezy Night,,,,
109601,100340,130,0.5,260,Colourful Clouds Chasing The Moon,Chinese Folk Music,,,
109602,100340,75,0.25,300,Colourful Clouds Chasing The Moon,,,,
109603,100340,80,0.25,320,Colourful Clouds Chasing The Moon,,,,
109701,100348,120,0.5,240,Kitten Cleo,Julian Martinez,,,
109702,100348,128,0.5,256,Kitten Cleo,,,,
109703,100348,136,0.5,272,Kitten Cleo,,,,
109801,100349,130,0.5,260,Johnny Has Gone for a Soldier,English Folk Music,,,
109802,100349,70,0.25,280,Johnny Has Gone for a Soldier,,,,
109803,100349,74,0.25,296,Johnny Has Gone for a Soldier,,,,
109901,100328,130,0.5,260,El Reencuentro,Jorge Monzon,,,
109902,100328,138,0.5,276,El Reencuentro,,,,
109903,100328,146,0.5,292,El Reencuentro,,,,
110101,100331,150,0.5,300,Dance of the Little Swans,Tchaikovsky,,,
110102,100331,158,0.5,316,Dance of the Little Swans,,,,
110103,100331,166,0.5,332,Dance of the Little Swans,,,,
110201,100319,120,0.5,240,Birds Worship Phoenix,Chinese Folk Music,,,
110202,100319,128,0.5,256,Birds Worship Phoenix,,,,
110203,100319,136,0.5,272,Birds Worship Phoenix,,,,
110301,100322,105,0.5,210,Prisoners Dream,Kyrene,,,
110302,100322,109,0.5,218,Prisoners Dream,,,,
110303,100322,113,0.5,226,Prisoners Dream,,,,
110401,100309,150,0.5,300,Little Red Riding Hood,Brazilian Children's Song,,,
110402,100309,154,0.5,308,Little Red Riding Hood,,,,
110403,100309,158,0.5,316,Little Red Riding Hood,,,,
110501,100310,150,0.5,300,Tiger's Family,Shih Che Huang,,,
110502,100310,83,0.25,332,Tiger's Family,,,,
110503,100310,90,0.25,360,Tiger's Family,,,,
110601,100562,110,0.5,220,Wish You a Christmas,British carol,,,
110602,100562,110,0.5,220,Wish You a Christmas,,,,
110603,100562,110,0.5,220,Wish You a Christmas,,,,
,,,,,,,,,
190101,200001,50,0.25,,Beginner Challenge,,0.037,,
190102,200001,0,,,Beginner Challenge,,,,
190103,200001,0,,,Beginner Challenge,,,,
190104,200001,0,,,Beginner Challenge,,,,
190105,200001,0,,,Beginner Challenge,,,,
190106,200001,0,,,Beginner Challenge,,,,
190107,200001,0,,,Beginner Challenge,,,,
190108,200001,0,,,Beginner Challenge,,,,
190201,200002,75,0.25,,Skilled Challenge,,0.055,,
190202,200002,0,,,Skilled Challenge,,,,
190203,200002,0,,,Skilled Challenge,,,,
190204,200002,0,,,Skilled Challenge,,,,
190205,200002,0,,,Skilled Challenge,,,,
190301,200003,113,0.25,,Master Challenge,,0.055,,
190302,200003,0,,,Master Challenge,,,,
190303,200003,0,,,Master Challenge,,,,
190304,200003,0,,,Master Challenge,,,,
190305,200003,0,,,Master Challenge,,,,
190306,200003,0,,,Master Challenge,,,,
190307,200003,0,,,Master Challenge,,,,
190308,200003,0,,,Master Challenge,,,,
190401,200004,150,0.5,,Single tile,,0.0875,,
190402,200004,0,,,Single tile,,,,
190403,200004,0,,,Single tile,,,,
190404,200004,0,,,Single tile,,,,
190405,200004,0,,,Single tile,,,,
190501,200005,150,0.5,,Double tile,,0.03,,
190502,200005,0,,,Double tile,,,,
190503,200005,0,,,Double tile,,,,
190504,200005,0,,,Double tile,,,,
190505,200005,0,,,Double tile,,,,
190601,200006,150,0.5,,Combo tile,,0.06,,
190602,200006,0,,,Combo tile,,,,
190603,200006,0,,,Combo tile,,,,
190604,200006,0,,,Combo tile,,,,
190605,200006,0,,,Combo tile,,,,
190701,200007,120,0.5,,Slider tile,,0.06,,
190702,200007,0,,,Slider tile,,,,
190703,200007,0,,,Slider tile,,,,
190704,200007,0,,,Slider tile,,,,
190801,200008,210,1,,Accompaniment tile,,0.05,,
190802,200008,0,,,Accompaniment tile,,,,
190803,200008,0,,,Accompaniment tile,,,,
190804,200008,0,,,Accompaniment tile,,,,
191001,200009,90,,,Classic,,,,
290101,300001,36,0.125,288,Etude Op.10 No.1,Chopin,0.037,,
290201,300002,75,0.25,300,Die Forelle S.564,Franz Liszt,0.037,,
290301,300003,160,0.5,320,Gnomenreigen,Franz Liszt,0.037,,
290401,300004,150,0.5,300,Etude Op.13 No.2,Adolf von Henselt,0.037,,
290501,300005,160,0.5,320,Murmuring Zephyrs P.190,Adolf Jensen,0.037,,
290601,300006,160,0.5,320,Etude Op.740 No.44,Czerny,0.037,,
390101,300007,400,1,400,Halloween 1,,,,
390201,300008,100,0.25,400,Halloween 2,,,,
390301,300009,200,0.5,400,Halloween 3,,,,
390401,300010,100,0.25,400,Halloween 4,,,,
390501,300011,100,0.25,400,Halloween 5,,,,
390601,300012,100,0.25,400,Halloween 6,,,,
390701,300013,100,0.25,400,Halloween 7,,,,
390801,300014,50,0.125,400,Halloween 8,,,,
390901,300015,100,0.25,400,Halloween 9,,,,
391001,300016,100,0.25,400,Halloween 10,,,,
400001,400001,85,0.5,170,Little Star Guide,English Folk Music,,1024001,2048001
400002,400001,90,0.5,180,Little Star Guide,,,1024002,2048002
400003,400001,94,0.5,188,Little Star Guide,,,1024008,
